Vehicle_Model,Maintenance_History,Reported_Issues,Vehicle_Age,Odometer_Reading,Days_Since_Last_Service,Last_Service_Date,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Bus,Poor,3,7,69922,508.00,10-12-2023,6,3,18.7120224,Good,New,Good,1
Truck,Good,1,5,69788,703.00,29-05-2023,8,2,13.09790793,Good,New,Good,1
Bus,Good,0,6,147276,499.00,19-12-2023,2,3,11.50463414,Good,New,New,0
Bus,Average,3,1,149526,474.00,13-01-2024,4,3,19.80574972,Worn Out,Worn Out,New,1
Van,Good,5,4,38392,464.00,23-01-2024,6,0,19.97762245,Good,New,Weak,1
SUV,Good,2,10,16188,734.00,28-04-2023,7,2,13.72027442,Worn Out,New,New,0
SUV,Good,3,8,23531,581.00,28-09-2023,8,1,17.05823589,Worn Out,Worn Out,New,1
Van,Good,3,6,141543,513.00,05-12-2023,8,0,10.39832326,New,Good,New,0
SUV,Poor,0,8,119680,709.00,23-05-2023,10,0,13.50486441,New,Worn Out,Weak,1
Van,Poor,1,1,114631,491.00,27-12-2023,4,0,17.32630019,New,Good,New,0
Truck,Good,3,9,63137,758.00,04-04-2023,3,1,15.33246926,Worn Out,Good,Good,0
Truck,Good,2,10,112858,745.00,17-04-2023,1,2,12.92393987,New,Worn Out,New,1
Truck,Poor,4,7,27144,518.00,30-11-2023,3,1,18.29882976,Worn Out,New,New,1
Truck,Poor,0,7,133272,591.00,18-09-2023,5,2,15.75764291,Worn Out,Worn Out,Good,1
Bus,Good,4,4,73620,685.00,16-06-2023,2,2,13.48630366,Worn Out,Good,Weak,1
Bus,Good,1,8,61619,463.00,24-01-2024,3,1,12.05002078,Good,Good,New,0
Bus,Poor,4,3,63630,562.00,17-10-2023,7,3,14.75782661,Worn Out,Worn Out,New,1
SUV,Poor,2,5,10790,687.00,14-06-2023,1,2,11.53728351,Worn Out,Good,New,1
Truck,Poor,0,9,67576,704.00,28-05-2023,8,3,12.86836988,Worn Out,New,New,1
Van,Poor,2,6,136848,498.00,20-12-2023,6,2,13.47904519,New,New,Weak,1
SUV,Good,3,4,12454,581.00,28-09-2023,3,3,14.2523196,Good,New,Good,0
Motorcycle,Poor,3,1,127286,648.00,23-07-2023,9,1,14.986627,Worn Out,Good,Weak,1
Car,Poor,4,3,86041,502.00,16-12-2023,4,2,10.98162919,Worn Out,New,Good,1
Bus,Good,2,10,5497,523.00,25-11-2023,9,2,16.56881626,New,Good,New,1
Car,Good,3,4,7951,590.00,19-09-2023,10,0,14.21478923,Worn Out,Worn Out,Weak,1
Car,Good,2,2,85305,514.00,04-12-2023,8,0,19.30180461,Worn Out,New,New,0
Motorcycle,Poor,4,4,46493,490.00,28-12-2023,9,3,16.28584497,Worn Out,Worn Out,Good,1
Truck,Poor,2,10,90208,617.00,23-08-2023,5,3,14.89742681,New,Worn Out,New,1
Bus,Average,2,10,94512,490.00,28-12-2023,10,2,11.32043602,New,New,New,1
Car,Average,2,1,138153,762.00,31-03-2023,7,1,13.8333494,New,New,New,0
Bus,Good,1,4,113854,603.00,06-09-2023,8,1,17.00881218,Worn Out,New,Weak,1
Truck,Average,2,9,110630,544.00,04-11-2023,10,3,12.29540327,Worn Out,Worn Out,New,1
Motorcycle,Poor,3,9,4700,558.00,21-10-2023,8,1,15.83010671,Worn Out,Good,New,1
Van,Average,0,2,74201,704.00,28-05-2023,2,2,12.30417934,Good,Good,Good,0
Bus,Good,4,9,77309,506.00,12-12-2023,8,0,12.7989757,Worn Out,New,New,1
SUV,Poor,1,8,40814,625.00,15-08-2023,4,0,19.66715394,Good,Good,Weak,1
Van,Good,5,3,20907,745.00,17-04-2023,7,1,10.31533657,Worn Out,New,New,1
Car,Average,1,7,52398,471.00,16-01-2024,6,1,15.32221748,New,Good,Good,0
Car,Average,4,2,138315,670.00,01-07-2023,2,1,12.72349814,New,Worn Out,New,1
SUV,Good,3,2,80627,487.00,31-12-2023,7,2,12.1782582,New,New,New,0
Bus,Poor,2,5,55809,738.00,24-04-2023,6,0,17.21708048,Worn Out,New,New,1
Car,Average,3,2,22364,568.00,11-10-2023,8,2,17.1161958,New,Good,Weak,1
Bus,Poor,1,6,147867,742.00,20-04-2023,5,1,17.38987757,Good,New,New,0
Car,Average,2,8,89703,505.00,13-12-2023,10,0,18.51265453,Worn Out,New,Good,0
Motorcycle,Average,3,7,96415,486.00,01-01-2024,9,0,15.96372452,Good,Good,Good,1
Van,Poor,1,1,120593,508.00,10-12-2023,10,1,16.06941898,Worn Out,New,Good,0
Motorcycle,Poor,2,1,120041,756.00,06-04-2023,3,1,19.06601783,New,New,New,1
Truck,Average,5,10,127747,725.00,07-05-2023,2,3,11.98006377,New,New,New,1
SUV,Good,3,4,71899,485.00,02-01-2024,4,0,10.6184276,Worn Out,New,New,0
Bus,Good,2,10,112843,439.00,17-02-2024,7,2,10.4677721,New,New,Good,0
Truck,Poor,2,4,18798,742.00,20-04-2023,6,1,19.01654107,New,Worn Out,Good,1
SUV,Average,0,7,31376,609.00,31-08-2023,3,0,13.46166731,New,Worn Out,New,1
Bus,Average,0,6,77793,433.00,23-02-2024,9,2,15.53987892,Worn Out,Worn Out,Good,1
Van,Good,2,7,109885,673.00,28-06-2023,5,2,15.63508988,New,Good,Weak,1
Motorcycle,Poor,3,7,141879,714.00,18-05-2023,5,1,14.84711235,New,Worn Out,Weak,1
Motorcycle,Poor,2,1,116001,547.00,01-11-2023,1,2,15.50248717,New,Good,Good,1
SUV,Poor,1,2,84553,482.00,05-01-2024,3,0,10.368556,Good,Worn Out,Good,1
Car,Average,2,5,75943,511.00,07-12-2023,10,2,18.49446266,Good,New,New,1
Truck,Good,4,1,37853,490.00,28-12-2023,10,1,10.45372431,Worn Out,Good,New,1
SUV,Good,4,4,46337,553.00,26-10-2023,9,3,18.97615856,Good,Worn Out,Weak,1
Truck,Average,0,6,58662,711.00,21-05-2023,4,2,10.77165405,Worn Out,Worn Out,Weak,1
SUV,Average,4,4,100101,611.00,29-08-2023,5,3,11.78807185,Worn Out,Worn Out,New,1
SUV,Poor,0,5,24531,686.00,15-06-2023,9,2,17.1110532,Good,New,New,1
Truck,Average,4,10,94253,643.00,28-07-2023,4,0,16.20226633,New,Good,Weak,1
Bus,Average,5,9,29542,591.00,18-09-2023,2,2,19.38708462,Good,New,New,1
Truck,Good,1,3,87792,548.00,31-10-2023,8,3,16.23042319,Worn Out,New,New,1
Motorcycle,Poor,1,10,100356,429.00,27-02-2024,8,0,15.95169559,Good,Worn Out,Weak,1
Bus,Poor,1,4,2136,549.00,30-10-2023,4,2,12.2722845,Worn Out,New,Good,0
Car,Good,4,1,15237,662.00,09-07-2023,10,1,15.25312888,New,New,New,1
Truck,Average,3,8,21010,537.00,11-11-2023,6,2,17.81421453,New,Worn Out,Good,1
Car,Poor,3,4,112125,472.00,15-01-2024,5,3,11.30511302,New,Good,Good,1
Truck,Good,0,6,98630,701.00,31-05-2023,6,2,19.37052529,Good,Good,Good,0
Motorcycle,Good,3,2,131028,533.00,15-11-2023,9,0,11.03160966,Worn Out,New,Weak,1
Motorcycle,Average,0,3,58985,698.00,03-06-2023,9,0,14.71257731,Good,Worn Out,New,1
Car,Poor,4,10,52980,507.00,11-12-2023,6,1,10.16238144,New,Worn Out,New,1
Bus,Good,0,8,129876,557.00,22-10-2023,9,3,17.47972647,New,Good,Good,1
Truck,Good,0,2,127222,572.00,07-10-2023,9,1,17.89167064,New,Good,Good,0
Truck,Average,2,6,133899,658.00,13-07-2023,6,3,16.93265714,New,Good,New,0
Car,Average,4,8,97563,583.00,26-09-2023,9,3,16.96494159,Good,Good,Weak,1
Bus,Average,1,5,133170,728.00,04-05-2023,5,0,16.01616265,Worn Out,Good,New,0
SUV,Poor,3,3,28225,555.00,24-10-2023,2,0,19.10798125,Worn Out,Good,Good,1
Van,Average,3,5,34348,546.00,02-11-2023,3,3,18.32709995,Good,Good,Weak,1
Motorcycle,Average,3,6,31392,703.00,29-05-2023,3,2,15.41821966,Good,Worn Out,Weak,1
Van,Average,2,1,120537,616.00,24-08-2023,1,1,19.8667169,Good,Worn Out,Good,1
Bus,Good,4,5,65739,505.00,13-12-2023,1,0,14.00302307,New,Good,Weak,1
Motorcycle,Average,0,6,103997,693.00,08-06-2023,7,1,15.45381673,Worn Out,Worn Out,New,1
SUV,Poor,3,3,19466,608.00,01-09-2023,2,2,13.60865593,New,Worn Out,Good,1
Bus,Good,4,3,84764,753.00,09-04-2023,5,1,15.17710307,Good,Worn Out,Weak,1
Car,Good,5,8,99929,654.00,17-07-2023,2,2,15.12419767,New,Good,New,1
Motorcycle,Average,4,1,45432,646.00,25-07-2023,8,0,18.32318312,Good,Good,Weak,1
Van,Good,5,5,20119,657.00,14-07-2023,7,3,18.76784207,New,New,New,1
Truck,Good,1,7,96272,752.00,10-04-2023,7,0,11.31258786,Good,Worn Out,Weak,1
Motorcycle,Average,4,6,10194,477.00,10-01-2024,8,0,11.60805369,New,Good,New,1
SUV,Poor,0,4,10642,438.00,18-02-2024,9,1,11.51585464,New,Good,New,0
Car,Good,1,1,131407,608.00,01-09-2023,4,3,15.77752208,New,Good,Weak,1
SUV,Good,0,3,30884,701.00,31-05-2023,8,3,19.57198438,Worn Out,New,Weak,1
Motorcycle,Poor,2,8,70715,690.00,11-06-2023,5,3,12.10282121,New,Worn Out,New,1
Van,Poor,5,3,120371,732.00,30-04-2023,9,2,12.90149238,New,Good,Good,1
Van,Average,2,6,2040,643.00,28-07-2023,5,3,17.32706893,New,Good,New,0
Motorcycle,Good,2,5,50233,734.00,28-04-2023,10,1,19.98532426,Good,Worn Out,New,1
Motorcycle,Poor,5,5,10781,577.00,02-10-2023,2,1,15.87973635,Good,Worn Out,Weak,1
Bus,Poor,0,4,7932,736.00,26-04-2023,1,2,14.28665945,New,Worn Out,Good,1
Van,Average,0,5,140537,633.00,07-08-2023,6,0,13.47658806,Good,Worn Out,New,1
Van,Poor,3,5,96249,661.00,10-07-2023,8,1,13.96257406,New,Good,Good,1
Bus,Good,1,4,19522,440.00,16-02-2024,1,3,10.7365188,Worn Out,New,Weak,1
Motorcycle,Good,1,7,63446,699.00,02-06-2023,9,2,19.87050474,New,Worn Out,Weak,1
Bus,Average,2,10,125105,746.00,16-04-2023,2,2,17.02326923,New,Worn Out,New,1
Car,Good,1,1,105350,477.00,10-01-2024,7,0,11.56717561,Worn Out,New,Weak,1
Car,Poor,5,8,74743,612.00,28-08-2023,1,2,11.23443766,Good,Worn Out,New,1
Truck,Average,3,1,77541,731.00,01-05-2023,8,0,12.86060885,Good,Worn Out,New,1
Car,Good,5,3,12235,587.00,22-09-2023,10,1,18.88110535,Worn Out,Worn Out,New,1
Car,Poor,0,4,9943,569.00,10-10-2023,5,2,11.36766439,New,Good,Weak,1
Car,Average,0,7,60469,486.00,01-01-2024,3,0,10.37654145,Worn Out,Good,New,0
Car,Poor,5,3,146442,592.00,17-09-2023,6,1,17.83393514,New,New,Good,1
Van,Average,5,3,108554,436.00,20-02-2024,10,1,18.18742207,Good,Good,Weak,1
Car,Poor,0,10,144063,487.00,31-12-2023,2,3,12.22220719,Good,New,New,0
SUV,Poor,1,3,58175,718.00,14-05-2023,4,3,13.21628134,Good,Good,Good,0
Car,Good,1,8,111710,498.00,20-12-2023,9,3,18.79734124,Good,Good,Good,1
Bus,Poor,1,1,148822,609.00,31-08-2023,1,2,11.01353612,New,Worn Out,Good,1
Truck,Good,3,2,133133,600.00,09-09-2023,8,0,10.11989661,Worn Out,Worn Out,Good,1
Truck,Good,2,9,82578,543.00,05-11-2023,10,2,11.50461899,Worn Out,New,New,1
Bus,Good,0,1,51031,578.00,01-10-2023,6,1,11.97361193,Good,Worn Out,Weak,1
Motorcycle,Good,4,2,123167,741.00,21-04-2023,9,3,15.12425007,Good,Good,New,1
Motorcycle,Average,4,1,91753,575.00,04-10-2023,10,1,13.47965278,Worn Out,New,New,1
SUV,Average,0,7,11585,591.00,18-09-2023,10,3,12.33989574,New,New,Weak,1
Van,Poor,5,3,65117,472.00,15-01-2024,8,1,12.58188432,Worn Out,Good,Good,1
Van,Good,4,7,145428,720.00,12-05-2023,4,0,10.68759204,Good,Worn Out,Weak,1
Car,Good,1,5,131692,562.00,17-10-2023,9,0,16.76425745,Worn Out,Worn Out,New,1
SUV,Average,0,5,86444,722.00,10-05-2023,9,0,11.64133153,Worn Out,Good,Good,0
Van,Good,0,5,6565,571.00,08-10-2023,10,1,19.11673843,New,Worn Out,New,1
Motorcycle,Average,0,1,106310,603.00,06-09-2023,1,1,14.17508675,New,Worn Out,New,1
Bus,Good,5,8,34767,560.00,19-10-2023,2,1,10.93900516,Good,Good,New,1
Truck,Good,5,8,125381,590.00,19-09-2023,4,3,18.28428669,Worn Out,New,Good,1
Van,Average,3,10,105717,609.00,31-08-2023,3,3,14.23025625,New,Worn Out,Weak,1
Bus,Average,0,3,58633,459.00,28-01-2024,1,1,17.39106134,Worn Out,Worn Out,Weak,1
Car,Average,1,6,138669,653.00,18-07-2023,3,1,14.59827149,Worn Out,Worn Out,Weak,1
Bus,Average,2,6,17143,522.00,26-11-2023,4,0,15.0175199,Worn Out,New,Good,0
Truck,Poor,1,9,44788,552.00,27-10-2023,10,0,12.97962166,New,Worn Out,Good,1
SUV,Poor,1,9,15294,543.00,05-11-2023,4,2,15.0234335,Worn Out,Good,Good,0
SUV,Good,0,6,44859,503.00,15-12-2023,3,2,18.3445759,New,New,Good,0
Bus,Good,1,2,85232,712.00,20-05-2023,6,0,19.81831527,New,Good,Good,0
Truck,Poor,4,8,79423,431.00,25-02-2024,2,2,12.37451814,Good,New,Weak,1
Bus,Good,0,3,71316,732.00,30-04-2023,2,1,19.27127105,New,Worn Out,New,1
Truck,Poor,3,2,137715,542.00,06-11-2023,1,0,17.05632938,Worn Out,Good,Weak,1
SUV,Good,5,5,123529,558.00,21-10-2023,3,3,16.48530649,Good,Worn Out,New,1
Bus,Good,2,5,141976,563.00,16-10-2023,4,2,17.36302727,New,Worn Out,Good,1
Motorcycle,Poor,2,6,144822,575.00,04-10-2023,6,2,14.06989546,New,Good,Weak,1
Bus,Average,3,9,115172,669.00,02-07-2023,2,0,11.22048279,New,Worn Out,Good,1
Truck,Poor,4,6,132883,549.00,30-10-2023,5,3,18.99953754,Good,Worn Out,New,1
Bus,Average,2,2,121385,541.00,07-11-2023,3,2,18.70608886,Good,Worn Out,Weak,1
Bus,Poor,4,4,135605,688.00,13-06-2023,8,1,11.77596219,New,New,Weak,1
Car,Average,0,10,109342,682.00,19-06-2023,7,0,12.68776539,Worn Out,Worn Out,Good,1
Motorcycle,Good,5,6,4498,711.00,21-05-2023,6,2,12.06118894,Good,Good,Weak,1
SUV,Poor,2,10,112793,628.00,12-08-2023,6,1,19.55929693,New,New,Weak,1
Car,Average,2,7,52617,585.00,24-09-2023,6,3,12.37538778,Good,Good,Weak,1
Van,Average,1,10,138766,593.00,16-09-2023,8,1,14.67237549,Good,Worn Out,Weak,1
Car,Poor,1,9,30129,433.00,23-02-2024,10,1,13.59802241,Good,Good,Good,0
Bus,Poor,2,2,54000,755.00,07-04-2023,5,0,17.16874428,Worn Out,Worn Out,Weak,1
Truck,Average,4,4,1623,699.00,02-06-2023,10,0,19.04867858,Good,Worn Out,Weak,1
Motorcycle,Poor,5,4,72408,458.00,29-01-2024,1,0,17.27814996,Good,Worn Out,New,1
SUV,Good,0,7,95149,563.00,16-10-2023,8,1,12.0630835,Good,Worn Out,Weak,1
Truck,Average,5,5,21310,696.00,05-06-2023,4,3,15.39664684,New,Good,Good,1
SUV,Average,4,3,135236,433.00,23-02-2024,8,0,18.35460254,Good,Worn Out,New,1
Bus,Good,5,2,62840,716.00,16-05-2023,10,1,17.55337067,New,New,Good,1
SUV,Poor,3,2,57581,692.00,09-06-2023,2,0,18.51529728,Good,Worn Out,Weak,1
Van,Poor,1,8,144614,606.00,03-09-2023,9,0,11.81039116,Good,Good,Good,0
Bus,Poor,4,10,54442,430.00,26-02-2024,9,0,13.62356485,Worn Out,New,Weak,1
Truck,Average,4,1,88947,550.00,29-10-2023,3,2,17.93201788,Good,Good,New,1
Truck,Average,5,6,57715,471.00,16-01-2024,2,0,13.33908728,Worn Out,New,Good,1
Truck,Average,2,2,49152,642.00,29-07-2023,4,0,19.16039706,Good,Good,Good,0
Bus,Poor,2,9,48821,501.00,17-12-2023,4,2,16.10289349,Good,Worn Out,Weak,1
SUV,Poor,0,4,120107,509.00,09-12-2023,2,0,19.70418257,New,Good,New,0
SUV,Good,2,4,147650,484.00,03-01-2024,4,1,16.37415758,New,Worn Out,Weak,1
Motorcycle,Good,3,6,15957,447.00,09-02-2024,6,3,16.21598577,Good,Good,New,0
Motorcycle,Poor,4,5,43101,732.00,30-04-2023,6,2,15.65874133,New,Good,New,1
Car,Good,2,9,35214,734.00,28-04-2023,4,3,10.65595833,Good,New,Good,0
Car,Good,0,1,46434,711.00,21-05-2023,8,0,11.52919672,Good,Good,Weak,1
Van,Poor,4,10,35355,713.00,19-05-2023,1,3,10.81220586,Good,Worn Out,New,1
Bus,Average,1,8,122089,613.00,27-08-2023,4,2,18.2673027,New,Worn Out,New,1
Van,Good,3,3,138037,447.00,09-02-2024,6,0,11.9248989,New,Good,Weak,1
Bus,Average,0,5,23555,637.00,03-08-2023,5,2,17.57439445,Worn Out,New,New,0
Motorcycle,Good,5,5,48309,645.00,26-07-2023,4,2,13.73358111,New,New,Good,1
SUV,Average,2,2,95399,520.00,28-11-2023,7,2,11.93303717,New,Worn Out,New,1
Van,Average,5,7,19263,550.00,29-10-2023,8,2,14.25434306,Good,New,Weak,1
Motorcycle,Good,4,2,8697,658.00,13-07-2023,10,1,17.47799772,New,New,New,1
Truck,Poor,5,5,79876,619.00,21-08-2023,8,2,13.56334934,Worn Out,Good,New,1
Bus,Average,1,8,102512,750.00,12-04-2023,2,0,10.16337999,Good,Worn Out,Weak,1
Van,Average,5,9,55328,755.00,07-04-2023,3,3,12.45644088,New,Worn Out,New,1
Car,Poor,2,6,49038,714.00,18-05-2023,4,3,13.76160682,Worn Out,Good,Good,1
Bus,Good,5,8,81424,722.00,10-05-2023,9,3,17.33797837,Good,New,Weak,1
Bus,Good,1,9,16945,577.00,02-10-2023,1,1,11.18644505,Good,New,New,0
Motorcycle,Poor,1,6,84642,713.00,19-05-2023,2,3,19.181832,Good,Worn Out,Good,1
Motorcycle,Average,4,7,122279,449.00,07-02-2024,2,0,12.95078315,New,New,New,1
SUV,Good,0,8,65805,476.00,11-01-2024,7,0,17.32973224,New,Worn Out,New,1
Bus,Good,2,10,127048,497.00,21-12-2023,2,3,19.50480447,New,Worn Out,New,1
Motorcycle,Good,4,5,125830,703.00,29-05-2023,8,1,12.93511169,New,Good,New,1
Van,Average,1,5,2278,549.00,30-10-2023,7,1,13.62409454,Good,Good,Weak,1
Bus,Poor,0,10,92621,701.00,31-05-2023,6,2,19.31598956,New,Worn Out,Good,1
Car,Good,4,1,136170,516.00,02-12-2023,9,2,14.19364599,Good,Worn Out,New,1
Truck,Poor,5,10,116259,694.00,07-06-2023,4,0,10.1786051,Worn Out,Worn Out,Good,1
Car,Good,0,10,16428,638.00,02-08-2023,2,3,11.26800838,New,New,Weak,1
Truck,Average,0,5,99214,613.00,27-08-2023,9,2,17.26978758,Worn Out,Worn Out,New,1
SUV,Good,3,5,101063,531.00,17-11-2023,10,0,15.12760945,Worn Out,New,New,0
Bus,Average,3,10,145069,471.00,16-01-2024,7,2,17.37142898,Good,Worn Out,New,1
SUV,Poor,2,4,110130,685.00,16-06-2023,4,0,16.55985664,New,Worn Out,Weak,1
Truck,Good,0,1,133727,710.00,22-05-2023,10,3,15.22000362,Good,Worn Out,Good,1
Van,Good,3,1,42472,495.00,23-12-2023,8,1,15.59856194,Good,New,Weak,1
SUV,Poor,5,3,19339,584.00,25-09-2023,7,2,19.27318168,Good,New,New,1
Van,Poor,5,5,58131,739.00,23-04-2023,8,3,14.49203774,New,Worn Out,Good,1
Car,Good,5,3,148063,438.00,18-02-2024,1,3,10.3845112,Good,Good,New,1
Motorcycle,Poor,4,7,127328,467.00,20-01-2024,6,1,14.4252422,Worn Out,New,Good,1
Truck,Good,3,1,107638,640.00,31-07-2023,10,0,13.37407743,New,Good,New,0
Bus,Poor,3,10,128402,622.00,18-08-2023,4,2,13.44969386,Worn Out,Worn Out,New,1
Van,Average,5,4,115314,649.00,22-07-2023,6,0,15.89922276,Worn Out,Worn Out,Good,1
Car,Poor,4,2,13580,560.00,19-10-2023,8,2,18.79001045,Good,New,Good,1
Van,Good,0,1,27586,562.00,17-10-2023,5,3,15.97814937,New,Worn Out,New,1
Car,Average,2,9,59608,739.00,23-04-2023,6,0,17.03961941,New,Good,Weak,1
Bus,Poor,1,4,105056,610.00,30-08-2023,3,2,16.05048562,Worn Out,Worn Out,New,1
SUV,Poor,2,1,92948,453.00,03-02-2024,5,2,12.14087511,Worn Out,New,Weak,1
Motorcycle,Average,3,3,96614,715.00,17-05-2023,9,0,10.03307398,Worn Out,Good,New,1
SUV,Poor,4,8,88157,513.00,05-12-2023,8,3,19.55775794,Good,Good,Good,1
Truck,Poor,0,7,45975,458.00,29-01-2024,4,1,10.29328193,Good,New,Weak,1
Car,Poor,0,5,77009,583.00,26-09-2023,5,3,19.23903428,New,Good,Good,0
Van,Poor,5,10,126374,680.00,21-06-2023,5,3,10.08496661,New,Good,New,1
Van,Poor,0,6,106745,750.00,12-04-2023,7,0,10.06310248,New,New,Good,0
Car,Average,0,8,54976,732.00,30-04-2023,1,3,10.7406432,Worn Out,New,Weak,1
Bus,Good,5,2,4997,648.00,23-07-2023,6,1,13.42638924,New,Worn Out,New,1
Truck,Average,4,2,86976,527.00,21-11-2023,3,0,17.38177978,Good,Worn Out,New,1
SUV,Average,0,5,65361,630.00,10-08-2023,6,2,19.39019971,Good,Worn Out,Good,1
Motorcycle,Poor,0,10,36182,760.00,02-04-2023,1,3,11.78319093,Good,Worn Out,Good,1
Bus,Average,2,7,127870,691.00,10-06-2023,2,3,10.97000912,New,Worn Out,New,1
Motorcycle,Good,0,5,110535,604.00,05-09-2023,6,1,14.92019221,New,New,Good,0
SUV,Poor,2,1,30506,483.00,04-01-2024,10,2,16.36574411,Worn Out,New,New,1
Truck,Good,0,1,121456,430.00,26-02-2024,10,3,16.59926036,Worn Out,New,New,1
Van,Good,2,1,64372,683.00,18-06-2023,9,3,15.86876339,New,New,New,1
SUV,Average,0,3,93348,629.00,11-08-2023,3,3,19.54693629,New,Worn Out,Good,1
Truck,Average,2,5,29012,641.00,30-07-2023,9,1,13.96735365,Good,Worn Out,New,1
SUV,Average,0,7,16925,600.00,09-09-2023,3,0,13.37490294,New,Good,New,0
SUV,Average,5,3,78476,668.00,03-07-2023,5,2,14.37970321,Good,Good,Weak,1
Bus,Average,1,3,85885,737.00,25-04-2023,6,3,11.9407029,New,Good,Weak,1
SUV,Average,2,6,97692,538.00,10-11-2023,1,1,18.13715559,Worn Out,New,Good,0
Bus,Good,5,5,50858,755.00,07-04-2023,8,2,19.83093592,Good,Good,New,1
Truck,Poor,1,7,97222,738.00,24-04-2023,1,0,15.59924517,New,Good,New,0
SUV,Poor,2,5,31965,568.00,11-10-2023,10,3,16.29511852,Worn Out,Good,Good,1
Van,Good,2,7,137933,679.00,22-06-2023,5,0,14.88080405,Worn Out,Good,Weak,1
SUV,Good,5,4,32536,476.00,11-01-2024,4,2,17.27327165,Good,Worn Out,Weak,1
Truck,Good,5,3,51267,670.00,01-07-2023,9,3,17.00059318,New,Good,New,1
Van,Good,0,3,43400,523.00,25-11-2023,5,1,17.46284928,New,New,Weak,1
Van,Average,1,8,105035,608.00,01-09-2023,7,0,18.39491874,New,Worn Out,Good,1
Van,Poor,1,4,109691,663.00,08-07-2023,8,0,15.66153159,Worn Out,New,Weak,1
Truck,Poor,1,4,135376,491.00,27-12-2023,7,1,17.87992826,Worn Out,Good,New,0
Car,Average,4,8,8169,686.00,15-06-2023,10,1,16.72970008,Good,Good,New,1
Truck,Average,1,6,48062,614.00,26-08-2023,6,3,11.43198122,Good,Worn Out,Weak,1
SUV,Poor,4,9,100763,436.00,20-02-2024,1,2,14.71183701,Good,New,Good,1
Motorcycle,Average,5,3,130993,503.00,15-12-2023,2,1,19.32468943,Good,New,Weak,1
Car,Average,2,7,60574,696.00,05-06-2023,2,1,18.83556703,Good,Good,New,0
Van,Good,2,6,43129,504.00,14-12-2023,9,3,12.11062618,Worn Out,Good,Weak,1
Van,Poor,3,2,4424,516.00,02-12-2023,5,2,13.27952789,Worn Out,New,Weak,1
Van,Good,2,9,141390,688.00,13-06-2023,5,2,17.99029661,New,Good,New,0
SUV,Good,1,2,102523,441.00,15-02-2024,9,2,13.68298197,Good,New,Good,1
Bus,Poor,0,6,139953,497.00,21-12-2023,10,0,13.7317184,Good,Good,Good,0
Motorcycle,Good,5,7,37104,592.00,17-09-2023,6,0,19.36803767,Worn Out,Good,New,1
Bus,Average,0,2,68384,437.00,19-02-2024,4,1,19.78955193,Worn Out,Good,New,0
Car,Poor,2,1,30443,759.00,03-04-2023,8,2,13.24407431,New,Good,Good,1
Motorcycle,Good,3,9,98828,499.00,19-12-2023,2,2,19.94035482,New,New,Weak,1
Truck,Good,0,6,18036,538.00,10-11-2023,1,0,11.48958042,Good,New,New,0
Bus,Good,0,8,141644,551.00,28-10-2023,5,3,19.24128558,Worn Out,Worn Out,New,1
Van,Poor,2,1,57850,520.00,28-11-2023,5,2,18.78341559,Worn Out,New,Good,1
Truck,Good,5,3,139203,748.00,14-04-2023,8,0,13.20361433,Good,Good,Weak,1
SUV,Poor,4,8,82742,643.00,28-07-2023,7,3,16.57928433,Worn Out,Good,New,1
Van,Average,4,3,101909,554.00,25-10-2023,10,2,18.15019377,Good,New,New,1
Van,Average,3,6,37231,518.00,30-11-2023,3,3,14.83995437,Worn Out,New,Good,1
Van,Good,2,10,25998,491.00,27-12-2023,7,3,13.49568644,Good,Worn Out,Weak,1
Van,Poor,5,3,23488,624.00,16-08-2023,10,3,14.85299303,Good,Good,New,1
Van,Average,3,5,57708,472.00,15-01-2024,7,3,14.31999882,New,Good,Good,1
Bus,Average,1,9,118943,485.00,02-01-2024,2,3,16.46075114,Good,Good,New,0
SUV,Poor,2,1,117456,666.00,05-07-2023,3,0,13.91858125,Good,Worn Out,Weak,1
Car,Good,5,10,50823,544.00,04-11-2023,10,2,16.14034843,Good,New,New,1
Van,Poor,2,4,48729,545.00,03-11-2023,7,2,16.68107688,Good,Worn Out,Good,1
Car,Average,4,9,91229,457.00,30-01-2024,7,2,19.00156169,New,Good,Good,1
Truck,Average,4,6,58831,436.00,20-02-2024,4,3,11.77343281,Worn Out,Good,Weak,1
Van,Average,5,7,148549,677.00,24-06-2023,1,2,13.90546131,Worn Out,New,New,1
Van,Good,1,7,133835,631.00,09-08-2023,4,1,15.21191195,Good,New,New,0
Motorcycle,Good,3,8,133602,688.00,13-06-2023,10,2,13.32239233,New,New,Weak,1
Truck,Good,2,1,49990,627.00,13-08-2023,10,0,10.05412408,Good,Worn Out,Weak,1
Van,Poor,1,10,128481,695.00,06-06-2023,8,1,11.41839162,New,Worn Out,Good,1
Bus,Poor,4,3,149651,652.00,19-07-2023,3,0,16.70660002,Good,New,New,1
Car,Average,4,3,94984,667.00,04-07-2023,2,0,16.862222,Good,New,New,1
Truck,Good,2,6,122736,752.00,10-04-2023,5,2,12.5232242,New,New,Good,0
Truck,Poor,1,5,146854,752.00,10-04-2023,9,0,16.08713013,New,Good,New,0
Van,Good,2,8,69485,714.00,18-05-2023,8,1,19.33867114,New,Good,Weak,1
Bus,Good,2,9,45064,685.00,16-06-2023,3,2,18.45028936,Worn Out,Good,Good,0
